Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description,HasTraverse,HasSloper,Hascrimp,Hassloper,Hastraverse,Hasarete,Hasjug,Hasundercling,Hascave,Hasroof,Haspinch,Hasmantle
Ricochet,Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/113949588/ricochet,2,-1,Boulder,V3,1,10,34.0325,-116.20338,"[<div class=""fr-view"">Match on a nice Â edge Â and finesse yourself up and left to the horizontal then straight up.</div>, <div class=""fr-view"">Not bad landing.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Sex Magician Sit Start,Alisters Cave > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106149988/sex-magician-sit-start,2,-1,Boulder,V8,1,,34.0317,-116.1499,"[<div class=""fr-view"">Start in the cave at a jug and move out over the roof to the regular start. </div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,0,1,0,1,1,0,0
Poorman's Sidewinder,Dike Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453931/poormans-sidewinder,2,-1,Boulder,V2,1,15,34.01917,-116.16588,"[<div class=""fr-view"">Start on a pointed knob, then mantle onto the dike and follow it to the top.</div>, <div class=""fr-view"">Pads</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Sand Castle,The Rabbit Warren > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111388074/sand-castle,2,-1,Boulder,V3 R,1,21,33.9863,-116.1602,"[<div class=""fr-view"">Overhanging flared cracks lead to an easy but slabby topout. Descend by down-climbing a chimney between the boulders.</div>, <div class=""fr-view"">Northwest face of the smaller boulder and right of large Juniper.</div>, <div class=""fr-view"">Pads, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Savage Right,[Redacted] > [Redacted] > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/123064300/savage-right,2,-1,Boulder,V2,1,14,33.98326,-116.15094,"[<div class=""fr-view""><p>According to the Joshua Tree bouldering guide ""Yabo start and climb the steep diagonal crack, moving right at the lip and manteling over. 7 ft. tall"".</p><p>Start the same as Painted Savage, but halfway through move up to the top and mantle it. The crux is the mantle but its not that bad. Listed as V2 in the guidebook.</p></div>, <div class=""fr-view""><p>Same boulder as painted savage, obvious overhang line.</p></div>, <div class=""fr-view"">Crash Mat</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Sportin' Wood,The Wood Block > Love Nest Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106641442/sportin-wood,1.7,-1,Boulder,V-easy,1,13,33.9966,-116.15785,"[<div class=""fr-view""><p>Romp up the scooped out face to arete using a series of dishes to an easy mantle at the top.</p></div>, <div class=""fr-view"">Left side of the east face and just left of the <a href=""https://www.mountainproject.com/route/106641436/woody-problem"">Woody Problem</a>.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,0,0,0,0,0,1
Garden of Earthly Delights,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049113/garden-of-earthly-delights,2,-1,Boulder,V4,1,15,34.08392,-116.23255,"[<div class=""fr-view"">Sit start with left hand on a large square cut bock.   Move up slopers and crimps to gain the hanging groove which is followed to the top.</div>, <div class=""fr-view"">North side of boulder</div>, <div class=""fr-view"">Pads</div>]",0,0,1,1,0,0,0,0,0,0,0,0
Geological Justice,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049106/geological-justice,2,-1,Boulder,V3,1,15,34.08392,-116.23255,"[<div class=""fr-view"">Reach up to good incut hold at about 6'at the base of a seam.   Pull on and get feet high to allow you to follow the seam then up left on improving holds. <br/> <br/> The large square cut boulder on your left gives you something to think about.</div>, <div class=""fr-view"">Right end of east face</div>, <div class=""fr-view"">Pads</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Facet Cut,Facet Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106157163/facet-cut,1.5,-1,Boulder,V4,1,15,33.98414,-116.1525,"[<div class=""fr-view"">This climbs the arete on the Northwest corner.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Fade,Fade > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111338813/fade,1.5,-1,Boulder,V3,1,11,34.02846,-116.12202,"[<div class=""fr-view"">Start with hands at deeply incut edges about head height.  Move straight up over the right slanting arete.</div>, <div class=""fr-view"">Just right of center of the east face.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Calloused and Committed,Callous Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108036909/calloused-and-committed,2,-1,Boulder,V2,1,10,34.09428,-116.15031,"[<div class=""fr-view"">This is a thin and delicate face which moves slightly right and up near the top. Rough rock but good movement on this problem.</div>, <div class=""fr-view"">Right side of the west face.</div>, <div class=""fr-view"">Pad, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Ariel's Coprolite,Coprolites > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/122616511/ariels-coprolite,2,-1,Boulder,V0,1,9,34.02049,-116.16541,"[<div class=""fr-view""><p>Start on the obvious jug. Use a left knob to get your feet on the start hold and then go right to finish the route, or any other beta from this starting hold to top out. V0 is a low estimate for the grade.</p></div>, <div class=""fr-view""><p>Obvious boulder on the plateau in between Chuckwalla and the Voices area.</p></div>, <div class=""fr-view"">Mat</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Mulligan Line,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049137/mulligan-line,2,-1,Boulder,V4,1,16,34.08392,-116.23255,"[<div class=""fr-view"">Sit start with hands on good holds and left foot on a flat edge.<br/><br/>Move up the wall using slopers, heel hooks and a mantle or two.</div>, <div class=""fr-view"">Middle of west face</div>, <div class=""fr-view"">Pads</div>]",0,0,0,1,0,0,0,0,0,0,0,1
Vassal Lean,Feudal Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106648557/vassal-lean,2,-1,Boulder,V4,1,12,34.09292,-116.15334,"[<div class=""fr-view""><p>This interesting problem offers fun movement on rock that's unfortunately a little on the rough side.</p><p>SDS at an good undercling and contort your body (the vassal lean) as you work your hands along the steep arete. Gain a good jug and work up to the top.</p><ul><li>Â Can be done from a standing start at about V0+.</li><li>Â This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Left side of the north face.</div>, <div class=""fr-view""><p>Pad, spotter</p></div>]",0,0,0,0,0,1,1,1,0,0,0,0
Hidden Crack,Hidden Crack Alcove > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108039089/hidden-crack,2,-1,Boulder,V3,1,15,33.95117,-116.07671,"[<div class=""fr-view"">SDS in a mini right-facing corner with tight fingers and punch it up over the bulge where the crack opens to hands and gradually better feet. Descend by easy downclimbing off the backside then circle back around to the base. <br/> <br/> A standing start can be done at a much easier grade (V0 or so); however you climb this the rock is a little rough so tape is not a bad idea,. <br/> <br/> <ul><li> Incorrectly called Shark's Fin Crack in the latest edition of the JT Bouldering Guide.</li></ul></div>, <div class=""fr-view"">The obvious north-facing crack in the alcove.</div>, <div class=""fr-view"">Pad, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Problem A,Giant's Table Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049055/problem-a,2,-1,Boulder,V1,1,10,34.07578,-116.24183,"[<div class=""fr-view"">Start with hands on a good crimp at about 4'   From here climb direct up the face passing a couple of slopers on the way.</div>, <div class=""fr-view"">Right end of north easy face</div>, <div class=""fr-view"">Pads and watch the rock behind</div>]",0,0,1,1,0,0,0,0,0,0,0,0
Whole Lotta Nothing,Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106638428/whole-lotta-nothing,2,-1,Boulder,V2,1,15,34.0919,-116.15211,"[<div class=""fr-view"">Starts left of some black flakes and climbs more or less straight up the face utilizing edges, slopers, crystal pinches and whatever else you can grab. The crux comes about two-thirds of the way up but the climbing is continuous throughout.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">The center of the south (roadside) face of the boulder.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,1,0,0,0,0,0,0,1,0
Certain Slab,Scum Bag Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107087650/certain-slab,2,-1,Boulder,V0,1,15,33.9667,-116.08733,"[<div class=""fr-view"">Fun crack up slab on the backside of Scum Bag boulder.  Problem #10 on Shaun's mini topo.</div>, <div class=""fr-view""><p>Pad</p></div>]",0,0,0,0,0,0,0,0,0,0,0,0
Parking Lot Crank,Parking Lot Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725533/parking-lot-crank,1.8,-1,Boulder,V4,1,10,33.98964,-116.16395,"[<div class=""fr-view""><p><span style=""background-color: transparent;"">The problem climbs an undercut bulge split by a thin crack and demands a lot of effort for such a short problem.Â </span></p><p><span style=""background-color: transparent;"">A couple of hard moves at the start gain the better portion of the crack where it opens up, and then easier climbing leads to the top.</span></p></div>, <div class=""fr-view""><p>This short but powerful problem is found just north of the large parking area beneath Cap Rock's south face.</p></div>, <div class=""fr-view""><p>Pad</p></div>]",0,0,0,0,0,0,0,0,0,0,0,0
The River Nile,The Rosetta Stone > Loveland Bouldering > Pinto Basin (aka Eastern Territorries) > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105722899/the-river-nile,2,-1,Boulder,V9 R,1,20,34.02582,-116.04886,"[<div class=""fr-view"">If you like desperate highballz, this problem is for you. Climbing is characterized as very insecure liebacking up to hein slopers, finishing with a throw for the lip!! <br/> <br/> Same start as Alexandria. Jump to the high rail, move out right into a flaring crack. Lay away the crack, grope the slopes, and bust for the top! The top being about 22 ft. </div>, <div class=""fr-view"">Pads and spotters may be desirable as this problem is DESPERATE!</div>]",0,0,0,1,0,0,0,0,0,0,0,0
Turboflange,Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106294790/turboflange,2,-1,Boulder,V2 R,1,35,34.00983,-116.16681,"[<div class=""fr-view"">Climb up and left on creaky flakes to join the upper portion of Neoflange and then continue up the easy slab (5.7) above - don't fall as it's a long way down. Easy descent by heading right (west) and down the adjacent boulder.</div>, <div class=""fr-view"">Left side of the Northeast face and just right of <a href=""https://www.mountainproject.com/route/106294796/neoflange"">Neoflange</a>.</div>, <div class=""fr-view"">pads, spotters</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Neoflange,Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106294796/neoflange,2,-1,Boulder,V4 R,1,35,34.00983,-116.16681,"[<div class=""fr-view"">Start left of <a href=""https://www.mountainproject.com/route/106294790/turboflange"">Turboflange</a> and lieback the obvious right-slanting arete (or jump) to high edges that get larger and then turn the lip to finish on the upper slab (5.7) which although easy is quite high off the deck. Easy descent by heading right (west) and down the adjacent boulder.</div>, <div class=""fr-view"">Left side of the northeast face and just left of <a href=""https://www.mountainproject.com/route/106294790/turboflange"">Turboflange</a>.</div>, <div class=""fr-view"">pads, spotters</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Yabaho Dyno,The Yabo Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106683664/yabaho-dyno,2,-1,Boulder,V5,1,15,34.01425,-116.18724,"[<div class=""fr-view"">On the east face. Start at an undercling, move to a vertical patina edge then dyno to the top.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,0,0,1,0,0,0,0
Free as the Wind,Anvil Boulder > Varnished Wall Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106648350/free-as-the-wind,1.8,-1,Boulder,V1,1,15,34.09439,-116.15423,"[<div class=""fr-view"">This alternate stand start to <a href=""https://www.mountainproject.com/route/106646534/strength-of-steel"">Strength of Steel</a> begins on the other side of the arete by grabbing high crystals and then working up and right, turning the arete and finishing as for <a href=""https://www.mountainproject.com/route/106646534/strength-of-steel"">Strength of Steel</a>. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Just around and left from <a href=""https://www.mountainproject.com/route/106646534/strength-of-steel"">Strength of Steel</a>.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Hard Flake,Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106120053/hard-flake,1.8,-1,Boulder,V0 R,1,25,34.00377,-116.14932,"[<div class=""fr-view"">Located on the north face of the boulder a short ways right of <a href=""https://www.mountainproject.com/route/106120047/easy-flake"">Easy Flake</a> (5.7 R) which is identifiable as a right-slanting flake system. <br/> <br/> Start matched from an edge (jump to reach if short), run your feet up and make a reach up and left to a good edge to join <a href=""https://www.mountainproject.com/route/106120047/easy-flake"">Easy Flake</a>. From here you have three options - reverse your moves, jump off, or top out the problem by continuing out right to the west face and paddle up smears to the top.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Uncertain Traverse,Uncertain Traverse Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107087613/uncertain-traverse,2,-1,Boulder,V4,1,15,33.96674,-116.08751,"[<div class=""fr-view"">Fun traverse.  Another good warm up for Scum Bag.</div>, <div class=""fr-view"">SDS. Just East of Scum Bag (walk past Scum Bag and on your left).  Problem #4 on Shaun's mini-topo.</div>, <div class=""fr-view"">Pad(s)</div>]",1,0,0,0,1,0,0,0,0,0,0,0
No Picnic,Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106638409/no-picnic,2,-1,Boulder,V3,1,15,34.0919,-116.15211,"[<div class=""fr-view""><p>This fun line climbs a slightly overhung face from lower right to upper left via incut edges, sidepulls, slopers and some cool moves.Â </p><ul><li>The picnic table below the problem has been located away from the base and no longer presents a hazard.</li></ul><p>* This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</p></div>, <div class=""fr-view"">West face of the boulder near a picnic table.</div>, <div class=""fr-view"">pads, spotters</div>]",0,0,0,1,0,0,0,0,0,0,0,0
Oak Blowout,Oak Tree Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106355627/oak-blowout,2,-1,Boulder,V2,1,15,34.02389,-116.17714,"[<div class=""fr-view""><p>Sit start at a thick flake and work the sloping arete out right to finish with an undercut mantle. Short but quality.</p><ul><li>Â This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">North Face of the boulder.</div>, <div class=""fr-view""><p>Pad, maybe a spotter for the mantle finish</p></div>]",0,0,0,0,0,1,0,0,0,0,0,1
PGD Arete,Pabst Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108054737/pgd-arete,2,-1,Boulder,V2,1,20,33.95328,-116.08729,"[<div class=""fr-view"">SDS at a low point on the sloping lip and hand traverse, heel hook and shimmy your way to a cruxy topout that's harder than it looks. <br/> <br/> <ul><li> Incorrectly called Slashlip (V1) in the latest edition of the JT Bouldering Guide.</li></ul></div>, <div class=""fr-view"">North side of the boulder along the lip.</div>, <div class=""fr-view"">Pad, spotter</div>]",1,0,0,0,1,0,0,0,0,0,0,0
Premium Miniature,Premium Miniature Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106667553/premium-miniature,2,-1,Boulder,V0-,1,8,33.94674,-116.07229,"[<div class=""fr-view"">Start low at a jug and hand traverse a thin rail right over an undercut face until it runs out and then mantle over the lip. Despite being a bit short this problem features perfect dark patina and is worth checking out. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">East face of the boulder.</div>, <div class=""fr-view"">pad</div>]",1,0,0,0,1,0,1,0,0,0,0,1
Beaver Hunt,Larry Flynt Memorial Boulder > The Larry Flynt Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106684405/beaver-hunt,2,-1,Boulder,V-easy,1,,34.0441,-116.1061,"[<div class=""fr-view"">This faceted face is on the NE Face and also serves as the down climb. Start off a boulder and move up and left over smooth rock. Bad landing.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Try-Tip Sandwich,Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106638422/try-tip-sandwich,2,-1,Boulder,V1,1,15,34.0919,-116.15211,"[<div class=""fr-view"">Climbs a just-off vertical face on sharp crimps and rounded slopers with the crux down low and gradually larger holds the higher you get. Just tall enough to keep your attention the whole way and best done when it's cooler or risk wrecking your tips.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">The left side of the south (roadside) face of the boulder.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,1,1,0,0,0,0,0,0,0,0
Little Rascal,Little Rascal Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106120222/little-rascal,2,-1,Boulder,V1 PG13,1,10,34.00317,-116.14909,"[<div class=""fr-view"">This thin edge problem is found on the rounded southwest arete of the boulder and is hidden from view on the approach. <br/> <br/> Start off a flat rock and climb the rounded arete using crisp edges with the crux midway as you make a reach for a good hold and then a jug.  <br/> <br/> No easy descent is to be had from this boulder - the best option is to place a pad on the northeast face (lowest side) and jump off.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree bouldering guide but is an obvious line with good movement on solid patina edges making this another problem worthy of inclusion to a circuit of the area. </li></ul> </div>, <div class=""fr-view""><p>Pad, spotter</p></div>]",0,0,0,0,0,1,1,0,0,0,0,0
Big Bud,Big Bud Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106117822/big-bud,2,-1,Boulder,V0 R,1,24,34.02006,-116.18312,"[<div class=""fr-view"">This goes up the center of the left-hand side of the North side of the formation. ItÂ’s high and the landing sucks! DonÂ’t fall!</div>, <div class=""fr-view"">Pads, spotters or maybe a top rope. </div>]",0,0,0,0,0,0,0,0,0,0,0,0
The Nostril,Pacifier and The Nostril > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106117010/the-nostril,2,-1,Boulder,V4,1,12,34.01867,-116.16999,"[<div class=""fr-view"">This is on the boulder up and right of Pacifier. It sits on a ledge, of sorts and has a yucca near-by. On the left side of the Southwest side is a hole which you can fit two or three fingers. Undercling this and head up the smooth face above.</div>, <div class=""fr-view"">You may want a pad.</div>]",0,0,0,0,0,0,0,1,0,0,0,0
Tosspint,Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106645492/tosspint,2,-1,Boulder,V2,1,18,34.04558,-116.10438,"[<div class=""fr-view"">SDS at a jug below a short overhang and make a long reach/toss to an incut hueco over the lip and then continue up the less than vertical face on amazing holds.</div>, <div class=""fr-view"">Center of the east face and just right of a large block at the base.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Burnt Weenie Sandwich,Penguins Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106669179/burnt-weenie-sandwich,2,-1,Boulder,V4,1,20,34.01229,-116.17935,"[<div class=""fr-view"">Difficult thin edges/crimps up the overhanging right arete to jugs up high. Good rock on this but it seems more awkward than the problem to the left. A good spot is necessary on this problem.</div>, <div class=""fr-view"">The right arete on the narrow east face.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,1,0,0,1,1,0,0,0,0,0
Easy Skanking,Marley Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106634501/easy-skanking,2,-1,Boulder,V0,1,12,34.01224,-116.17905,"[<div class=""fr-view"">Climb the vague scoop with slopers for your hands and good but hard to see edges for your feet. Requires balance and good footwork. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Between <a href=""https://www.mountainproject.com/route/106634484/jump-nyabinghi"">Jump Nyabinghi</a> and <a href=""https://www.mountainproject.com/route/106633690/sun-is-shining"">Sun is Shining</a> on the right side of the east face.</div>, <div class=""fr-view"">pad</div>]",0,0,0,1,0,0,0,0,0,0,0,0
Flatface,Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106667571/flatface,2,-1,Boulder,V4,1,12,34.01273,-116.1793,"[<div class=""fr-view"">Crank sharp, thin edges up and right on a smooth and slightly overhung face on this technical crimpfest.</div>, <div class=""fr-view"">Center of the southwest face.</div>, <div class=""fr-view"">pad</div>]",0,0,1,0,0,0,0,0,0,0,0,0
Fat Flake,Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126617/fat-flake,1.9,-1,Boulder,V-easy,1,14,34.01217,-116.16226,"[<div class=""fr-view"">Climb the flake and slab on the East Face.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Skullsplitter,Orkney Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106654123/skullsplitter,2,-1,Boulder,V0,1,12,34.08071,-116.24614,"[<div class=""fr-view"">Climb crisp thin edges up the steep slab with a highstep at the start lead to a finishing mantle over the rounded top.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Center of the west face.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Unmentionable,The Unmentionable > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106633624/unmentionable,2,-1,Boulder,V3,1,15,34.01177,-116.17506,"[<div class=""fr-view"">SDS at a jug and make easy moves out an overhanging rail to an awkward lip encounter with good hands and undercut feet. Once established past the crux easy moves up the slab gain the top of the boulder. <br/> <br/> A good spot is recommended on this problem to keep you off a rock directly below the crux.</div>, <div class=""fr-view"">West face of the boulder at the obvious diagonal crack.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,0,1,0,0,0,0,0
"Whips, Chains and Lox",Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106645484/whips-chains-and-lox,2,-1,Boulder,V3,1,18,34.04558,-116.10438,"[<div class=""fr-view"">SDS at the base of the arete at some incut jugs and surf the overhanging arete up and right to a point where it becomes vertical then finish up easy slab to the top. <br/> <br/> A spotter is nice to have for the inverted moves and several rocks at the base.</div>, <div class=""fr-view"">The southeast arete of the boulder.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,1,1,0,0,0,0,0
It's Da Oooze,Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106643967/its-da-oooze,2,-1,Boulder,V1+,1,15,34.04548,-116.10464,"[<div class=""fr-view"">SDS at a low jug and oooze over the bulge to fingery edges over the lip. Work your feet up and finish up the nice patina slab.</div>, <div class=""fr-view"">Left side of the west face.</div>, <div class=""fr-view"">pad, spotter to keep you off the rock to the left.</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Rabicano,Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106632957/rabicano,2,-1,Boulder,V2,1,14,34.01236,-116.17885,"[<div class=""fr-view"">Climb <a href=""https://www.mountainproject.com/route/106632944/palomino"">Palomino</a> to the sloping dish then traverse left on a sloping rail with smears for the feet. Match on the far left then move up using a left hand pinch and right hand edge. A little gritty but the moves are enjoyable.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Center of the northeast face.</div>, <div class=""fr-view"">pad, spotter</div>]",1,0,0,0,1,0,0,0,0,0,1,0
